Name,Sport,Year,Class_Year,Position,Hometown,High_School,Height,Weight,Source_URL
Cameron Washington,Womens Track And Field,2005,Jr.,Spts.,"Los Angeles, Calif.",Marlborough School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Carissa Jones,Womens Track And Field,2005,Fr.,MDist,"Jamesville, NY",Manlius-Pebble Hill HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Caroline Coster,Womens Track And Field,2005,Fr.,MDist,"Clifton, Va",James W. Robinson HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Caroline Hill,Womens Track And Field,2005,Jr.,Dist.,"Concord, MA",Middlesex School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Casey Ambrosetti,Womens Track And Field,2005,Fr.,Hdls,"Newburgh, NY",Newburgh Free Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Catherine McBain,Womens Track And Field,2005,Jr.,PV,"Auburn, Calif.",Colfax HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Christina Cossell,Womens Track And Field,2005,Jr.,Spts.,"Carmel, Ind.",Cathedral HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Christina Fiorenza,Womens Track And Field,2005,Fr.,Dist,"Liverpool, NY",Liverpool HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Christy Paul,Womens Track And Field,2005,Jr.,Dist.,"Hood River, OR",Hood River Valley HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Christy Planer,Womens Track And Field,2005,Sr.,Dist.,"Rumson, N.J.",Rumson-Fair Haven HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Claire Schiff,Womens Track And Field,2005,Fr.,PV,"Honolulu, HI",Ponahou HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Crystal Thomas,Womens Track And Field,2005,So.,Wts,"Miama, Fla",Coral Reef HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Danielle Dufresne,Womens Track And Field,2005,Jr.,Wts.,"Warwick, R.I.",Toll Gate HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Danielle Schaub,Womens Track And Field,2005,Fr.,Dist,"Scotia, NY",Scotia-Glenville HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Daria Zivanovic,Womens Track And Field,2005,Fr.,Wts,"Brunswick, NJ",St. Dominic Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Devon Rupley,Womens Track And Field,2005,So.,MDist,"Northville, MI",Northville SH,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Emily Bartlett,Womens Track And Field,2005,Fr.,Dist,"Chevy Chase, MD",Bethesda-Chevy Chase HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Emily McCabe,Womens Track And Field,2005,Sr.,Dist,"Queensbury, NY",Queensbury HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Erika Nolting,Womens Track And Field,2005,So.,MDist,"Bristol, CT",Bristol HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Erin Folger,Womens Track And Field,2005,Fr.,Jav,"Brunswick, NJ",North Brunswick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Erin Linehan,Womens Track And Field,2005,Jr.,MDist.,"Pleasantville, N.Y.",Pleasantville H.S.,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Erin Payne,Womens Track And Field,2005,Fr.,Spts,"Surrey, B.C.",Elgin Park HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Fiona Cundy,Womens Track And Field,2005,Fr.,Dist,"Endwell, NY",Maine-Endwell HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Gabrielle Boley,Womens Track And Field,2005,Fr.,Jmps/Wts,"Brockport, NY",Brockport Central HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Jamie Greubel,Womens Track And Field,2005,Sr.,Hdls,"Newton, Pa",Hun School of Princeton,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Jan Seale,Womens Track And Field,2005,Sr.,Spts.,"Overland Park, Kan.",Blue Valley Northwest HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Janice Nsor,Womens Track And Field,2005,Fr.,Spts,"La Palma, Calif",John F. Kennedy HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Jeomi Maduka,Womens Track And Field,2005,Fr.,Jmps,"Arlington, Texas",James Martin HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Jessica Retelny,Womens Track And Field,2005,Fr.,Spts,"Scarsdale, NY",Scarsdale HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Joan Casey,Womens Track And Field,2005,So.,Jmps./Multi-Events,"Corvallis, Ore.",Crescent Valley HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Julie Lundgren,Womens Track And Field,2005,Fr.,Jmps,"Jamestown, NY",Jamestown HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Karen Snyder,Womens Track And Field,2005,Sr.,Jmps.,"Norwich, N.Y.",Norwich HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Kat Beck,Womens Track And Field,2005,Fr.,Dist,"West Chester, PA",Unionville HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Katie Regan,Womens Track And Field,2005,Sr.,PV,"Easton, Pa.",Easton Area HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Katie Reidel,Womens Track And Field,2005,So.,Spts,"Guelph, Ont",Our Lady of Lourds,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Katie Roll,Womens Track And Field,2005,Fr.,Dist,"Wexford, PA",Shady Side Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Linda Trotter,Womens Track And Field,2005,Sr.,Spts.,"Indianapolis, Ind.",Brebeuf Jesuit HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Lindsey Hallas,Womens Track And Field,2005,Fr.,Jmps,"Levittown, NY",Island Trees HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Mallory Bilbo,Womens Track And Field,2005,Fr.,Jmps,"Mequon, Wis",Homestead HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Mandy Knuckles,Womens Track And Field,2005,Sr.,MDist,"Huntertown, IN",Carrol HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Maria Matos,Womens Track And Field,2005,Fr.,Wts,"Klein Oak, Texas",Klein Oak HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Maria Telloni,Womens Track And Field,2005,So.,Wts,"Massillon, Ohio",Jackson HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Marie Parks,Womens Track And Field,2005,Fr.,Dist,"Syracuse, NY",Cicero-North Syracuse HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Mary Maelta,Womens Track And Field,2005,So.,Dist,"Soquel, Calif",Soquel HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Megan Rae,Womens Track And Field,2005,Fr.,MDist,"Horsham, PA",Hatboro Horsham HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Megan Statkewicz,Womens Track And Field,2005,Sr.,Dist.,"Sylvan Beach, N.Y.",Camden HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Megs DiDario,Womens Track And Field,2005,Jr.,MDist,"Berkeley Heights, NJ",Govenor Livingston HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Molly O'Toole,Womens Track And Field,2005,Fr.,Dist,"San Diego, CA",University of San Diego HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Morgan Uceny,Womens Track And Field,2005,Jr.,MDist.,"Plymouth, IN",Plymouth HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Natalya Johnson,Womens Track And Field,2005,Jr.,Jmps.,"Dayton, N.J.",South Brunswick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Nikita Dyer,Womens Track And Field,2005,Fr.,Jmps,"Englewood, NJ",Dwight-Englewood HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Nyam Kagwima,Womens Track And Field,2005,Jr.,MDist.,"Lutherville, MD",Bryn Mawr School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Rachel Kirsch,Womens Track And Field,2005,Fr.,Dist,"Cowlesville, NY",Attica Central HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Rachel Moxley,Womens Track And Field,2005,Fr.,MDist,"Littlestown, Pa",Littlestown HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Rebecca Brunner,Womens Track And Field,2005,Fr.,Jmps,"New Lenox, Ill",Lincoln Way HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Robin Daniels,Womens Track And Field,2005,Fr.,MDist,"Brick, NJ",Brick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Robyn Ellerbrock,Womens Track And Field,2005,Jr.,Dist.,"Ithaca, NY",Ithaca HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Ruth Morgan,Womens Track And Field,2005,Sr.,MDist.,"Barnesville, Ohio",Barnesville HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Sarah Wilfred,Womens Track And Field,2005,Jr.,Spts.,"Brockton, MA",Thayer Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Shannon Crane,Womens Track And Field,2005,Fr.,MDist,"Lancaster, NY",Lancaster Central HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Shannon Miller,Womens Track And Field,2005,Jr.,PV,"Belfast, Maine",Belfast Area HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Shawna Rossini,Womens Track And Field,2005,Jr.,Jmps.,"Holliston, Mass.",Holliston HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Sheeba Ibidunni,Womens Track And Field,2005,Sr.,Wts,"Boulder, Colo",Fairview HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Sonia Haerizadeh,Womens Track And Field,2005,Fr.,Dist,"Orange, CT",Amity Regional HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Stephanie Burt,Womens Track And Field,2005,Jr.,Spts.,"West Seneca, NY",West Seneca HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Stephanie King,Womens Track And Field,2005,Jr.,Hdls.,"Turnersville, N.J.",Paul VI HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Stephanie Thornton,Womens Track And Field,2005,Fr.,Spts,"Santa Monica, CA",Santa Monica HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Tamara Wynne,Womens Track And Field,2005,Fr.,Dist,"Las Vegas, NV",Sierra Vista HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Tameka Royal,Womens Track And Field,2005,Fr.,Spts,"Maple Heights, Ohio",Maple Heights HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Toni-Lynne Salucci,Womens Track And Field,2005,Jr.,Dist,"Wading River, NY",Shoreham Wading River HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Troy Mullins,Womens Track And Field,2005,Fr.,Multi,"Los Angeles, Calif",Marlborough School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2005-06
Aeriel Emig,Womens Track And Field,2006,So.,MDist,"Albuquerque, NM",Albuquerque Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Amanda Wheat,Womens Track And Field,2006,So.,MDist,"Monroe, NY",Monroe-Woodbury HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Andrea Kavleski,Womens Track And Field,2006,Jr.,Wts.,"Ferndale, N.Y.",Liberty HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Anjelica Gregory,Womens Track And Field,2006,Jr.,MDist.,"White Plains, N.Y.",Hackley School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Ashley Cummings,Womens Track And Field,2006,Fr.,Jmps,"Bronx, NY",Horace Mann HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Cameron Washington,Womens Track And Field,2006,Sr.,Spts.,"Los Angeles, Calif.",Marlborough School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Carissa Jones,Womens Track And Field,2006,So.,MDist,"Jamesville, NY",Manlius-Pebble Hill HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Caroline Coster,Womens Track And Field,2006,So.,MDist,"Clifton, Va",James W. Robinson HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Caroline Heidt,Womens Track And Field,2006,Fr.,MDist,"Suffern, NY",Suffern HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Casey Ambrosetti,Womens Track And Field,2006,So.,Hdls,"Newburgh, NY",Newburgh Free Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Catherine Murdoch,Womens Track And Field,2006,Fr.,MDist,"Ridgefield, Conn",Ridgefield HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Chelsea Powell,Womens Track And Field,2006,Fr.,MDist,"Frederick, MD",Gov. T. Johnson HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Christina Cossell,Womens Track And Field,2006,Sr.,Spts.,"Carmel, Ind.",Cathedral HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Christina Fiorenza,Womens Track And Field,2006,So.,Dist,"Liverpool, NY",Liverpool HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Christy Paul,Womens Track And Field,2006,Sr.,Dist.,"Hood River, OR",Hood River Valley HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Crystal Thomas,Womens Track And Field,2006,Jr.,Wts,"Miama, Fla",Coral Reef HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Danielle Dufresne,Womens Track And Field,2006,Sr.,Wts.,"Warwick, R.I.",Toll Gate HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Devon Rupley,Womens Track And Field,2006,Jr.,MDist,"Northville, MI",Northville SH,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Elise Tagatac,Womens Track And Field,2006,Fr.,MDist,"Freehold, NJ",Freehold Borough HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Emily Bartlett,Womens Track And Field,2006,So.,Dist,"Chevy Chase, MD",Bethesda-Chevy Chase HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Emily Newton,Womens Track And Field,2006,So.,,"Ithaca, NY",Ithaca HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Erika Nolting,Womens Track And Field,2006,Jr.,MDist,"Bristol, CT",Bristol HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Erin Folger,Womens Track And Field,2006,So.,Jav,"Brunswick, NJ",North Brunswick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Erin Linehan,Womens Track And Field,2006,Sr.,MDist.,"Pleasantville, N.Y.",Pleasantville H.S.,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Erin Payne,Womens Track And Field,2006,So.,Spts,"Surrey, B.C.",Elgin Park HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Erin Roberts,Womens Track And Field,2006,Fr.,Dist,"Fogelsville, PA",Parkland HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Fiona Cundy,Womens Track And Field,2006,So.,Dist,"Endwell, NY",Maine-Endwell HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Ingrid Magnus,Womens Track And Field,2006,So.,MDist,"Oslo, Norway",Oslo University,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Janice Nsor,Womens Track And Field,2006,So.,Spts,"La Palma, Calif",John F. Kennedy HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jeanell English,Womens Track And Field,2006,Fr.,MDist,,,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jennifer Forbes,Womens Track And Field,2006,Fr.,Hdls,"Bamberg, SC",Bamberg-Ehrhardt HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jeomi Maduka,Womens Track And Field,2006,So.,Jmps,"Arlington, Texas",James Martin HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jessica Retelny,Womens Track And Field,2006,So.,Spts,"Scarsdale, NY",Scarsdale HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jessica Weyman,Womens Track And Field,2006,Fr.,Spts/Hdls,"Wolcott, Conn",Wolcott HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Jillian Gold,Womens Track And Field,2006,Fr.,PV,"Niskayuna, NY",Niskayuna HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Joan Casey,Womens Track And Field,2006,Jr.,Jmps./Multi-Events,"Corvallis, Ore.",Crescent Valley HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Julie Lundgren,Womens Track And Field,2006,So.,Jmps,"Jamestown, NY",Jamestown HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Karen Snyder,Womens Track And Field,2006,Gr.,Jmps.,"Norwich, N.Y.",Norwich HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Kat Beck,Womens Track And Field,2006,So.,Dist,"West Chester, PA",Unionville HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Katherine Backel,Womens Track And Field,2006,Fr.,Spts/Multi,"West Hartford, Conn",Conard HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Katie Roll,Womens Track And Field,2006,So.,Dist,"Wexford, PA",Shady Side Academy,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Kerri Lyons,Womens Track And Field,2006,Fr.,MDist,"Wilton, CT",Wilton HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Kristin Herbeck,Womens Track And Field,2006,Fr.,MDist,"Hamilton Square, NJ",Hamilton HS East,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Kristin Rhinehardt,Womens Track And Field,2006,Fr.,Wts,,,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Krystal Williams,Womens Track And Field,2006,Fr.,Jmps,"South Plainfield, NJ",South Plainfield HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Linda Trotter,Womens Track And Field,2006,Gr.,Spts.,"Indianapolis, Ind.",Brebeuf Jesuit HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Lindsay Zimmerman,Womens Track And Field,2006,Fr.,Multi,"Bend, Ore",Summit HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Lindsey Broyhill,Womens Track And Field,2006,Fr.,MDist,"Greensboro, NC",Walter Hines Page HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Mallory Bilbo,Womens Track And Field,2006,So.,Jmps,"Mequon, Wis",Homestead HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Maria Matos,Womens Track And Field,2006,So.,Wts,"Klein Oak, Texas",Klein Oak HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Maria Telloni,Womens Track And Field,2006,Jr.,Wts,"Massillon, Ohio",Jackson HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Marie Parks,Womens Track And Field,2006,So.,Dist,"Syracuse, NY",Cicero-North Syracuse HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Megan Rae,Womens Track And Field,2006,So.,MDist,"Horsham, PA",Hatboro Horsham HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Megan Williams,Womens Track And Field,2006,Fr.,Spts,"Poway, Cali",Poway HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Megs DiDario,Womens Track And Field,2006,Sr.,MDist,"Berkeley Heights, NJ",Govenor Livingston HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Melinda McAleese,Womens Track And Field,2006,So.,,"Saranac, NY",Saranac Lake HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Molly O'Toole,Womens Track And Field,2006,So.,Dist,"San Diego, CA",University of San Diego HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Morgan Uceny,Womens Track And Field,2006,Sr.,MDist.,"Plymouth, IN",Plymouth HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Natalie Gengel,Womens Track And Field,2006,Fr.,PV,"Princeton, NJ",Princeton HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Natalya Johnson,Womens Track And Field,2006,Sr.,Jmps.,"Dayton, N.J.",South Brunswick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Nicole Bryant,Womens Track And Field,2006,Fr.,Hdls,,,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Nyam Kagwima,Womens Track And Field,2006,Sr.,MDist.,"Lutherville, MD",Bryn Mawr School,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Olivia Diamond,Womens Track And Field,2006,Fr.,,,,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Rachel Kirsch,Womens Track And Field,2006,So.,Dist,"Cowlesville, NY",Attica Central HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
Robin Daniels,Womens Track And Field,2006,So.,MDist,"Brick, NJ",Brick HS,-,N/A,https://cornellbigred.com/sports/womens-track-and-field/roster/2006-07
